Employer_No,Effective_From,Effective_To,Status,Tier
100860,2011-08-27,2012-01-13,Open,4
100860,2012-01-14,2013-05-30,Open,4
100860,2013-05-31,2013-10-11,Open,4
100860,2013-10-12,2013-12-06,Open,4
100860,2013-12-07,2015-06-11,Open,4
100860,2015-06-12,2016-05-23,Open,4
100860,2016-05-24,2018-11-02,Open,4
100860,2018-11-03,2018-11-04,Open,4
100860,2018-11-05,2018-11-13,Open,4
100860,2018-11-14,2018-11-21,Open,4
100860,2018-11-22,2018-11-26,Open,4
100860,2018-11-27,2018-11-28,Open,4
100860,2018-11-29,2018-12-17,Open,4
100860,2018-12-18,2018-12-20,Open,4
100860,2018-12-21,9999-12-31,Open,4
100161,2008-05-31,2008-11-28,Open,4
100161,2008-11-29,2011-01-14,Open,4
100161,2011-01-15,2016-05-23,Open,4
100161,2016-05-24,9999-12-31,Open,4
100206,2008-11-29,2009-05-01,Open,4
100206,2009-05-02,2010-03-12,Open,4
100206,2010-03-13,2014-06-06,Open,4
100206,2014-06-07,2015-05-29,Open,4
100206,2015-05-30,2016-05-02,Open,4
100206,2016-05-03,2016-05-23,Open,4
100206,2016-05-24,9999-12-31,Open,4
100713,2010-05-29,2014-08-29,Open,3
100713,2014-08-30,2016-05-23,Open,3
100713,2016-05-24,2018-08-22,Closed,3
100713,2018-08-23,2018-11-02,Open,3
100713,2018-11-03,2018-11-04,Open,3
100713,2018-11-05,2018-11-13,Open,3
100713,2018-11-14,2018-11-21,Open,3
100713,2018-11-22,2018-11-26,Open,3
100713,2018-11-27,2018-11-28,Open,3
100713,2018-11-29,2018-12-17,Open,3
100713,2018-12-18,2018-12-20,Open,3
100713,2018-12-21,9999-12-31,Open,3
100218,2007-05-17,2013-03-29,Open,3
100218,2013-03-30,2015-06-24,Open,3
100218,2015-06-25,2016-05-23,Open,3
100218,2016-05-24,9999-12-31,Open,3
100068,2011-01-29,2016-05-23,Open,4
100068,2016-05-24,2018-11-02,Open,4
100068,2018-11-03,2018-11-04,Open,4
100068,2018-11-05,2018-11-13,Open,4
100068,2018-11-14,2018-11-21,Open,4
100068,2018-11-22,2018-11-26,Open,4
100068,2018-11-27,2018-11-28,Open,4
100068,2018-11-29,2018-12-17,Open,4
100068,2018-12-18,2018-12-20,Open,4
100068,2018-12-21,9999-12-31,Open,4
100370,2011-11-26,2012-07-06,Open,4
100370,2012-07-07,2015-06-28,Open,4
100370,2015-06-29,2016-05-23,Open,4
100370,2016-05-24,2018-11-02,Open,4
100370,2018-11-03,2018-11-04,Open,4
100370,2018-11-05,2018-11-13,Open,4
100370,2018-11-14,2018-11-21,Open,4
100370,2018-11-22,2018-11-26,Open,4
100370,2018-11-27,2018-11-28,Open,4
100370,2018-11-29,2018-12-17,Open,4
100370,2018-12-18,2018-12-20,Open,4
100370,2018-12-21,9999-12-31,Open,4
100495,2012-01-28,2013-07-12,Open,3
100495,2013-07-13,2014-09-26,Open,3
100495,2014-09-27,2014-10-10,Open,3
100495,2014-10-11,2016-05-23,Open,3
100495,2016-05-24,2018-11-02,Open,3
100495,2018-11-03,2018-11-04,Open,3
100495,2018-11-05,2018-11-13,Open,3
100495,2018-11-14,2018-11-21,Open,3
100495,2018-11-22,2018-11-26,Open,3
100495,2018-11-27,2018-11-28,Open,3
100495,2018-11-29,2018-12-17,Open,3
100495,2018-12-18,2018-12-20,Open,3
100495,2018-12-21,9999-12-31,Open,3
100226,2012-06-30,2016-05-23,Open,4
100226,2016-05-24,2018-11-02,Open,4
100226,2018-11-03,2018-11-04,Open,4
100226,2018-11-05,2018-11-13,Open,4
100226,2018-11-14,2018-11-21,Open,4
100226,2018-11-22,2018-11-26,Open,4
100226,2018-11-27,2018-11-28,Open,4
100226,2018-11-29,2018-12-17,Open,4
100226,2018-12-18,2018-12-20,Open,4
100226,2018-12-21,9999-12-31,Open,4
100080,2012-12-29,2016-05-23,Open,4
100080,2016-05-24,2018-11-02,Open,4
100080,2018-11-03,2018-11-04,Open,4
100080,2018-11-05,2018-11-13,Open,4
100080,2018-11-14,2018-11-21,Open,4
100080,2018-11-22,2018-11-26,Open,4
100080,2018-11-27,2018-11-28,Open,4
100080,2018-11-29,2018-12-17,Open,4
100080,2018-12-18,2018-12-20,Open,4
100080,2018-12-21,9999-12-31,Open,4
100234,2012-12-29,2013-05-17,Open,4
100234,2013-05-18,2016-05-23,Open,3
100234,2016-05-24,9999-12-31,Open,3
100799,2013-06-29,2016-05-23,Open,4
100799,2016-05-24,2018-02-15,Open,4
100799,2018-02-16,2018-11-02,Closed,4
100799,2018-11-03,2018-11-04,Closed,4
100799,2018-11-05,2018-11-13,Closed,4
100799,2018-11-14,2018-11-21,Closed,4
100799,2018-11-22,2018-11-26,Closed,4
100799,2018-11-27,2018-11-28,Closed,4
100799,2018-11-29,2018-12-17,Closed,4
100799,2018-12-18,2018-12-20,Closed,4
100799,2018-12-21,9999-12-31,Closed,4
100438,2013-03-30,2016-05-23,Open,4
100438,2016-05-24,2018-11-02,Open,4
100438,2018-11-03,2018-11-04,Open,4
100438,2018-11-05,2018-11-13,Open,4
100438,2018-11-14,2018-11-21,Open,4
100438,2018-11-22,2018-11-26,Open,4
100438,2018-11-27,2018-11-28,Open,4
100438,2018-11-29,2018-12-17,Open,4
100438,2018-12-18,2018-12-20,Open,4
100438,2018-12-21,9999-12-31,Open,4
100248,2013-10-26,2015-05-24,Open,4
100248,2015-05-25,2015-05-29,Open,4
100248,2015-05-30,2016-05-23,Open,4
100248,2016-05-24,2016-10-20,Closed,4
100248,2016-10-21,2018-11-02,Open,4
100248,2018-11-03,2018-11-04,Open,4
100248,2018-11-05,2018-11-13,Open,4
100248,2018-11-14,2018-11-21,Open,4
100248,2018-11-22,2018-11-26,Open,4
100248,2018-11-27,2018-11-28,Open,4
100248,2018-11-29,2018-12-17,Open,4
100248,2018-12-18,2018-12-20,Open,4
100248,2018-12-21,9999-12-31,Open,4
100565,2013-12-28,2016-05-23,Open,4
100565,2016-05-24,9999-12-31,Open,4
100159,2014-03-01,2016-05-23,Open,4
100159,2016-05-24,9999-12-31,Open,4
100266,2014-04-26,2014-11-14,Open,4
100266,2014-11-15,2016-05-23,Open,4
100266,2016-05-24,9999-12-31,Open,4
100805,2014-04-26,2016-03-10,Open,3
100805,2016-03-11,2016-05-23,Open,3
100805,2016-05-24,2018-11-02,Open,3
100805,2018-11-03,2018-11-04,Open,3
100805,2018-11-05,2018-11-13,Open,3
100805,2018-11-14,2018-11-21,Open,3
100805,2018-11-22,2018-11-26,Open,3
100805,2018-11-27,2018-11-28,Open,3
100805,2018-11-29,2018-12-17,Open,3
100805,2018-12-18,2018-12-20,Open,3
100805,2018-12-21,9999-12-31,Open,3
100889,2014-07-26,2016-05-23,Open,4
100889,2016-05-24,9999-12-31,Open,4
100635,2014-09-27,2014-12-19,Open,4
100635,2014-12-20,2016-05-23,Open,4
100635,2016-05-24,2017-01-28,Open,4
100635,2017-01-29,2018-11-02,Open,4
100635,2018-11-03,2018-11-04,Open,4
100635,2018-11-05,2018-11-13,Open,4
100635,2018-11-14,2018-11-21,Open,4
100635,2018-11-22,2018-11-26,Open,4
100635,2018-11-27,2018-11-28,Open,4
100635,2018-11-29,2018-12-17,Open,4
100635,2018-12-18,2018-12-20,Open,4
100635,2018-12-21,9999-12-31,Open,4
100524,2014-09-27,2016-05-23,Open,4
100524,2016-05-24,9999-12-31,Open,4
100483,2014-09-27,2015-01-23,Open,2
100483,2015-01-24,2015-10-27,Open,2
100483,2015-10-28,2016-05-23,Open,2
100483,2016-05-24,9999-12-31,Open,2
100662,2014-09-27,2016-05-23,Open,4
100662,2016-05-24,9999-12-31,Open,4
100691,2015-03-13,2015-03-15,Open,4
100691,2015-03-16,2016-05-23,Open,4
100691,2016-05-24,2018-11-02,Open,4
100691,2018-11-03,2018-11-04,Open,4
100691,2018-11-05,2018-11-13,Open,4
100691,2018-11-14,2018-11-21,Open,4
100691,2018-11-22,2018-11-26,Open,4
100691,2018-11-27,2018-11-28,Open,4
100691,2018-11-29,2018-12-17,Open,4
100691,2018-12-18,2018-12-20,Open,4
100691,2018-12-21,9999-12-31,Open,4
100829,2015-03-30,2016-05-23,Open,3
100829,2016-05-24,9999-12-31,Open,3
100447,2015-05-04,2016-05-23,Open,3
100447,2016-05-24,9999-12-31,Open,3
100071,2015-08-08,2016-05-23,Open,2
100071,2016-05-24,2018-11-02,Open,2
100071,2018-11-03,2018-11-04,Open,2
100071,2018-11-05,2018-11-13,Open,2
100071,2018-11-14,2018-11-21,Open,2
100071,2018-11-22,2018-11-26,Open,2
100071,2018-11-27,2018-11-28,Open,2
100071,2018-11-29,2018-12-17,Open,4
100071,2018-12-18,2018-12-20,Open,4
100071,2018-12-21,9999-12-31,Open,4
100061,2015-09-23,2016-05-23,Open,4
100061,2016-05-24,9999-12-31,Open,4
100683,2015-11-06,2016-05-23,Open,3
100683,2016-05-24,9999-12-31,Open,3
100144,2015-12-01,2016-05-23,Open,4
100144,2016-05-24,2016-08-13,Open,4
100144,2016-08-14,2018-06-26,Closed,4
100144,2018-06-27,2018-11-02,Open,4
100144,2018-11-03,2018-11-04,Open,4
100144,2018-11-05,2018-11-13,Open,4
100144,2018-11-14,2018-11-21,Open,4
100144,2018-11-22,2018-11-26,Open,4
100144,2018-11-27,2018-11-28,Open,4
100144,2018-11-29,2018-12-17,Open,4
100144,2018-12-18,2018-12-20,Open,4
100144,2018-12-21,9999-12-31,Open,4
100272,2016-03-30,2016-05-12,Open,4
100272,2016-05-13,2016-05-23,Open,4
100272,2016-05-24,2018-11-02,Open,4
100272,2018-11-03,2018-11-04,Open,4
100272,2018-11-05,2018-11-13,Open,4
100272,2018-11-14,2018-11-21,Open,4
100272,2018-11-22,2018-11-26,Open,4
100272,2018-11-27,2018-11-28,Open,4
100272,2018-11-29,2018-12-17,Open,4
100272,2018-12-18,2018-12-20,Open,4
100272,2018-12-21,9999-12-31,Open,4
100094,2016-04-14,2016-05-23,Open,4
100094,2016-05-24,9999-12-31,Open,4
100776,2016-05-03,2016-05-23,Open,4
100776,2016-05-24,9999-12-31,Open,4
100906,2016-04-28,2016-05-23,Open,3
100906,2016-05-24,2018-11-02,Open,3
100906,2018-11-03,2018-11-04,Open,3
100906,2018-11-05,2018-11-13,Open,3
100906,2018-11-14,2018-11-21,Open,3
100906,2018-11-22,2018-11-26,Open,3
100906,2018-11-27,2018-11-28,Open,3
100906,2018-11-29,2018-12-17,Open,3
100906,2018-12-18,2018-12-20,Open,3
100906,2018-12-21,9999-12-31,Open,3
100638,2016-08-30,9999-12-31,Open,4
100236,2016-10-01,9999-12-31,Open,4
100210,2016-01-01,9999-12-31,Open,4
100022,2016-11-21,9999-12-31,Open,4
100461,2017-01-31,9999-12-31,Open,4
100593,2016-07-01,9999-12-31,Open,3
100243,2016-10-01,9999-12-31,Open,4
100140,2017-01-01,9999-12-31,Open,2
100130,2017-03-28,9999-12-31,Open,4
100057,2016-10-01,9999-12-31,Open,4
100349,2017-07-01,9999-12-31,Open,4
100308,2017-12-01,9999-12-31,Open,4
100072,2017-07-01,9999-12-31,Open,3
100305,2017-08-18,9999-12-31,Open,4
100486,2018-03-05,9999-12-31,Open,4
100322,2018-04-14,9999-12-31,Open,4
100091,2018-05-03,9999-12-31,Open,4
100564,2018-06-08,9999-12-31,Open,4
100478,2018-04-01,9999-12-31,Open,2
100966,2018-04-16,9999-12-31,Open,4
100542,2018-10-18,9999-12-31,Open,4
100528,2018-09-24,9999-12-31,Open,4
100419,2000-01-12,2001-07-20,Open,3
100419,2001-07-21,2002-01-30,Open,3
100419,2002-01-31,2016-05-23,Open,3
100419,2016-05-24,9999-12-31,Open,3
100968,1999-10-28,2016-05-23,Open,4
100968,2016-05-24,2018-11-02,Open,4
100968,2018-11-03,2018-11-04,Open,4
100968,2018-11-05,2018-11-13,Open,4
100968,2018-11-14,2018-11-21,Open,4
100968,2018-11-22,2018-11-26,Open,4
100968,2018-11-27,2018-11-28,Open,4
100968,2018-11-29,2018-12-17,Open,4
100968,2018-12-18,2018-12-20,Open,4
100968,2018-12-21,9999-12-31,Open,4
100117,2000-06-25,2007-06-08,Open,3
100117,2007-06-09,2009-08-07,Open,3
100117,2009-08-08,2010-12-17,Open,3
100117,2010-12-18,2013-02-08,Open,3
100117,2013-02-09,2016-05-23,Open,3
100117,2016-05-24,2018-11-02,Open,3
100117,2018-11-03,2018-11-04,Open,3
100117,2018-11-05,2018-11-13,Open,3
100117,2018-11-14,2018-11-21,Open,3
100117,2018-11-22,2018-11-26,Open,3
100117,2018-11-27,2018-11-28,Open,3
100117,2018-11-29,2018-12-17,Open,3
100117,2018-12-18,2018-12-20,Open,3
100117,2018-12-21,9999-12-31,Open,3
100804,2001-06-25,2009-08-14,Open,4
100804,2009-08-15,2010-05-21,Open,4
100804,2010-05-22,2011-12-30,Open,4
100804,2011-12-31,2012-03-23,Open,4
100804,2012-03-24,2012-03-30,Open,4
100804,2012-03-31,2012-06-29,Open,4
100804,2012-06-30,2015-08-09,Open,4
100804,2015-08-10,2016-05-23,Open,4
100804,2016-05-24,2018-11-02,Open,4
100804,2018-11-03,2018-11-04,Open,4
100804,2018-11-05,2018-11-13,Open,4
100804,2018-11-14,2018-11-21,Open,4
100804,2018-11-22,2018-11-26,Open,4
100804,2018-11-27,2018-11-28,Open,4
100804,2018-11-29,2018-12-17,Open,4
100804,2018-12-18,2018-12-20,Open,4
100804,2018-12-21,9999-12-31,Open,4
100625,2005-10-13,2016-05-23,Open,4
100625,2016-05-24,2018-05-31,Open,4
100625,2018-06-01,2018-11-02,Open,4
100625,2018-11-03,2018-11-04,Open,4
100625,2018-11-05,2018-11-13,Open,4
100625,2018-11-14,2018-11-21,Open,4
100625,2018-11-22,2018-11-26,Open,4
100625,2018-11-27,2018-11-28,Open,4
100625,2018-11-29,2018-12-17,Open,4
100625,2018-12-18,2018-12-20,Open,4
100625,2018-12-21,9999-12-31,Open,4
100474,2005-12-31,2016-05-23,Open,4
100474,2016-05-24,2018-11-16,Closed,4
100474,2018-11-17,9999-12-31,Open,4
100502,1985-09-01,2016-05-15,Open,4
100502,2016-05-16,2016-05-23,Open,4
100502,2016-05-24,2017-05-01,Closed,4
100502,2017-05-02,2017-08-14,Open,4
100502,2017-08-15,9999-12-31,Closed,4
100321,2008-04-26,2016-05-23,Open,4
100321,2016-05-24,2018-11-02,Open,4
100321,2018-11-03,2018-11-04,Open,4
100321,2018-11-05,2018-11-13,Open,4
100321,2018-11-14,2018-11-21,Open,4
100321,2018-11-22,2018-11-26,Open,4
100321,2018-11-27,2018-11-28,Open,4
100321,2018-11-29,2018-12-17,Open,4
100321,2018-12-18,2018-12-20,Open,4
100321,2018-12-21,9999-12-31,Open,4
100674,2008-08-30,2013-10-30,Open,4
100674,2013-10-31,2014-01-17,Open,4
100674,2014-01-18,2016-05-23,Open,4
100674,2016-05-24,2018-11-02,Open,4
100674,2018-11-03,2018-11-04,Open,4
100674,2018-11-05,2018-11-13,Open,4
100674,2018-11-14,2018-11-21,Open,4
100674,2018-11-22,2018-11-26,Open,4
100674,2018-11-27,2018-11-28,Open,4
100674,2018-11-29,2018-12-17,Open,4
100674,2018-12-18,2018-12-20,Open,4
100674,2018-12-21,9999-12-31,Open,4
100500,2008-11-01,2009-09-04,Open,4
100500,2009-09-05,2013-04-26,Open,4
100500,2013-04-27,2016-05-23,Open,4
100500,2016-05-24,2016-07-14,Open,4
100500,2016-07-15,2018-11-02,Open,4
100500,2018-11-03,2018-11-04,Open,4
100500,2018-11-05,2018-11-13,Open,4
100500,2018-11-14,2018-11-21,Open,4
100500,2018-11-22,2018-11-26,Open,4
100500,2018-11-27,2018-11-28,Open,4
100500,2018-11-29,2018-12-17,Open,4
100500,2018-12-18,2018-12-20,Open,4
100500,2018-12-21,9999-12-31,Open,4
100118,2008-09-27,2009-03-06,Open,4
100118,2009-03-07,2009-10-30,Open,4
100118,2009-10-31,2011-04-22,Open,4
100118,2011-04-23,2016-05-23,Open,4
100118,2016-05-24,2018-11-02,Open,4
100118,2018-11-03,2018-11-04,Open,4
100118,2018-11-05,2018-11-13,Open,4
100118,2018-11-14,2018-11-21,Open,4
100118,2018-11-22,2018-11-26,Open,4
100118,2018-11-27,2018-11-28,Open,4
100118,2018-11-29,2018-12-17,Open,4
100118,2018-12-18,2018-12-20,Open,4
100118,2018-12-21,9999-12-31,Open,4
100484,2009-06-27,2010-07-09,Open,4
100484,2010-07-10,2016-05-23,Open,4
100484,2016-05-24,2018-08-03,Closed,4
100484,2018-08-04,9999-12-31,Open,4
100795,2009-10-31,2016-05-23,Open,2
100795,2016-05-24,2018-11-02,Open,2
100795,2018-11-03,2018-11-04,Open,2
100795,2018-11-05,2018-11-13,Open,2
100795,2018-11-14,2018-11-21,Open,2
100795,2018-11-22,2018-11-26,Open,2
100795,2018-11-27,2018-11-28,Open,2
100795,2018-11-29,2018-12-17,Open,2
100795,2018-12-18,2018-12-20,Open,2
100795,2018-12-21,9999-12-31,Open,2
100411,2010-06-26,2012-06-22,Open,4
100411,2012-06-23,2016-01-26,Open,4
100411,2016-01-27,2016-02-18,Open,4
100411,2016-02-19,2016-05-23,Open,4
100411,2016-05-24,2018-11-02,Open,4
100411,2018-11-03,2018-11-04,Open,4
100411,2018-11-05,2018-11-13,Open,4
100411,2018-11-14,2018-11-21,Open,4
100411,2018-11-22,2018-11-26,Open,4
100411,2018-11-27,2018-11-28,Open,4
100411,2018-11-29,2018-12-17,Open,4
100411,2018-12-18,2018-12-20,Open,4
100411,2018-12-21,9999-12-31,Open,4
100705,2010-06-26,2016-05-23,Open,4
100705,2016-05-24,2018-11-02,Open,4
100705,2018-11-03,2018-11-04,Open,4
100705,2018-11-05,2018-11-13,Open,4
100705,2018-11-14,2018-11-21,Open,4
100705,2018-11-22,2018-11-26,Open,4
100705,2018-11-27,2018-11-28,Open,4
100705,2018-11-29,2018-12-17,Open,4
100705,2018-12-18,2018-12-20,Open,4
100705,2018-12-21,9999-12-31,Open,4
100180,2010-06-26,2010-11-19,Open,3
100180,2010-11-20,2013-06-21,Open,3
100180,2013-06-22,2013-07-12,Open,3
100180,2013-07-13,2016-05-23,Open,3
100180,2016-05-24,2018-11-02,Open,3
100180,2018-11-03,2018-11-04,Open,3
100180,2018-11-05,2018-11-13,Open,3
100180,2018-11-14,2018-11-21,Open,3
100180,2018-11-22,2018-11-26,Open,3
100180,2018-11-27,2018-11-28,Open,3
100180,2018-11-29,2018-12-17,Open,3
100180,2018-12-18,2018-12-20,Open,3
100180,2018-12-21,9999-12-31,Open,3
100940,2010-11-27,2016-05-23,Open,4
100940,2016-05-24,2018-11-02,Open,4
100940,2018-11-03,2018-11-04,Open,4
100940,2018-11-05,2018-11-13,Open,4
100940,2018-11-14,2018-11-21,Open,4
100940,2018-11-22,2018-11-26,Open,4
100940,2018-11-27,2018-11-28,Open,4
100940,2018-11-29,2018-12-17,Open,4
100940,2018-12-18,2018-12-20,Open,4
100940,2018-12-21,9999-12-31,Open,4
100913,2010-09-25,2012-10-26,Open,4
100913,2012-10-27,2014-11-14,Open,4
100913,2014-11-15,2016-05-23,Open,4
100913,2016-05-24,2018-11-02,Open,4
100913,2018-11-03,2018-11-04,Open,4
100913,2018-11-05,2018-11-13,Open,4
100913,2018-11-14,2018-11-21,Open,4
100913,2018-11-22,2018-11-26,Open,4
100913,2018-11-27,2018-11-28,Open,4
100913,2018-11-29,2018-12-17,Open,4
100913,2018-12-18,2018-12-20,Open,4
100913,2018-12-21,9999-12-31,Open,4
100171,2010-11-27,2011-07-29,Open,4
100171,2011-07-30,2015-07-19,Open,4
100171,2015-07-20,2016-05-23,Open,4
100171,2016-05-24,9999-12-31,Open,4
100446,2011-06-25,2016-05-23,Open,4
100446,2016-05-24,2016-11-29,Open,4
100446,2016-11-30,2018-11-02,Open,4
100446,2018-11-03,2018-11-04,Open,4
100446,2018-11-05,2018-11-13,Open,4
100446,2018-11-14,2018-11-21,Open,4
100446,2018-11-22,2018-11-26,Open,4
100446,2018-11-27,2018-11-28,Open,4
100446,2018-11-29,2018-12-17,Open,4
100446,2018-12-18,2018-12-20,Open,4
100446,2018-12-21,9999-12-31,Open,4
100550,2012-09-01,2016-02-01,Open,4
100550,2016-02-02,2016-05-23,Open,4
100550,2016-05-24,2018-11-02,Open,4
100550,2018-11-03,2018-11-04,Open,4
100550,2018-11-05,2018-11-13,Open,4
100550,2018-11-14,2018-11-21,Open,4
100550,2018-11-22,2018-11-26,Open,4
100550,2018-11-27,2018-11-28,Open,4
100550,2018-11-29,2018-12-17,Open,4
100550,2018-12-18,2018-12-20,Open,4
100550,2018-12-21,9999-12-31,Open,4
100912,2012-06-30,2016-05-23,Open,2
100912,2016-05-24,2018-11-02,Open,2
100912,2018-11-03,2018-11-04,Open,2
100912,2018-11-05,2018-11-13,Open,2
100912,2018-11-14,2018-11-21,Open,2
100912,2018-11-22,2018-11-26,Open,2
100912,2018-11-27,2018-11-28,Open,2
100912,2018-11-29,2018-12-17,Open,2
100912,2018-12-18,2018-12-20,Open,2
100912,2018-12-21,9999-12-31,Open,2
100073,2013-06-01,2015-03-15,Open,4
100073,2015-03-16,2015-03-27,Open,4
100073,2015-03-28,2016-05-23,Open,4
100073,2016-05-24,2017-07-09,Closed,4
100073,2017-07-10,2018-11-02,Open,4
100073,2018-11-03,2018-11-04,Open,4
100073,2018-11-05,2018-11-13,Open,4
100073,2018-11-14,2018-11-21,Open,4
100073,2018-11-22,2018-11-26,Open,4
100073,2018-11-27,2018-11-28,Open,4
100073,2018-11-29,2018-12-17,Open,4
100073,2018-12-18,2018-12-20,Open,4
100073,2018-12-21,9999-12-31,Open,4
100927,2013-02-23,2016-05-23,Open,4
100927,2016-05-24,2018-11-02,Open,4
100927,2018-11-03,2018-11-04,Open,4
100927,2018-11-05,2018-11-13,Open,4
100927,2018-11-14,2018-11-21,Open,4
100927,2018-11-22,2018-11-26,Open,4
100927,2018-11-27,2018-11-28,Open,4
100927,2018-11-29,2018-12-17,Open,4
100927,2018-12-18,2018-12-20,Open,4
100927,2018-12-21,9999-12-31,Open,4
100561,2013-03-30,2016-05-23,Open,3
100561,2016-05-24,9999-12-31,Open,3
100677,2013-09-28,2014-03-07,Open,4
100677,2014-03-08,2016-03-10,Open,4
100677,2016-03-11,2016-05-23,Open,4
100677,2016-05-24,2018-11-02,Open,4
100677,2018-11-03,2018-11-04,Open,4
100677,2018-11-05,2018-11-13,Open,4
100677,2018-11-14,2018-11-21,Open,4
100677,2018-11-22,2018-11-26,Open,3
100677,2018-11-27,2018-11-28,Open,3
100677,2018-11-29,2018-12-17,Open,3
100677,2018-12-18,2018-12-20,Open,3
100677,2018-12-21,9999-12-31,Open,3
100699,2013-12-28,2016-05-23,Open,4
100699,2016-05-24,2018-11-02,Open,4
100699,2018-11-03,2018-11-04,Open,4
100699,2018-11-05,2018-11-13,Open,4
100699,2018-11-14,2018-11-21,Open,4
100699,2018-11-22,2018-11-26,Open,4
100699,2018-11-27,2018-11-28,Open,4
100699,2018-11-29,2018-12-17,Open,4
100699,2018-12-18,2018-12-20,Open,4
100699,2018-12-21,9999-12-31,Open,4
100198,2014-08-30,2016-05-23,Open,4
100198,2016-05-24,2018-11-02,Open,4
100198,2018-11-03,2018-11-04,Open,4
100198,2018-11-05,2018-11-13,Open,4
100198,2018-11-14,2018-11-21,Open,4
100198,2018-11-22,2018-11-26,Open,4
100198,2018-11-27,2018-11-28,Open,4
100198,2018-11-29,2018-12-17,Open,4
100198,2018-12-18,2018-12-20,Open,4
100198,2018-12-21,9999-12-31,Open,4
100658,2014-11-29,2015-12-07,Open,4
100658,2015-12-08,2016-05-23,Open,4
100658,2016-05-24,2018-11-02,Open,4
100658,2018-11-03,2018-11-04,Open,4
100658,2018-11-05,2018-11-13,Open,4
100658,2018-11-14,2018-11-21,Open,4
100658,2018-11-22,2018-11-26,Open,4
100658,2018-11-27,2018-11-28,Open,4
100658,2018-11-29,2018-12-17,Open,4
100658,2018-12-18,2018-12-20,Open,4
100658,2018-12-21,9999-12-31,Open,4
100220,2014-11-29,2016-05-23,Open,4
100220,2016-05-24,2018-11-02,Open,4
100220,2018-11-03,2018-11-04,Open,4
100220,2018-11-05,2018-11-13,Open,4
100220,2018-11-14,2018-11-21,Open,4
100220,2018-11-22,2018-11-26,Open,4
100220,2018-11-27,2018-11-28,Open,4
100220,2018-11-29,2018-12-17,Open,4
100220,2018-12-18,2018-12-20,Open,4
100220,2018-12-21,9999-12-31,Open,4
100406,2015-05-27,2015-06-10,Open,3
100406,2015-06-11,2016-05-23,Open,3
100406,2016-05-24,2018-11-02,Open,3
100406,2018-11-03,2018-11-04,Open,3
100406,2018-11-05,2018-11-13,Open,3
100406,2018-11-14,2018-11-21,Open,3
100406,2018-11-22,2018-11-26,Open,3
100406,2018-11-27,2018-11-28,Open,3
100406,2018-11-29,2018-12-17,Open,3
100406,2018-12-18,2018-12-20,Open,3
100406,2018-12-21,9999-12-31,Open,3
100689,2015-09-24,2015-10-27,Open,4
100689,2015-10-28,2016-05-23,Open,4
100689,2016-05-24,2018-11-02,Open,4
100689,2018-11-03,2018-11-04,Open,4
100689,2018-11-05,2018-11-13,Open,4
100689,2018-11-14,2018-11-21,Open,4
100689,2018-11-22,2018-11-26,Open,4
100689,2018-11-27,2018-11-28,Open,4
100689,2018-11-29,2018-12-17,Open,4
100689,2018-12-18,2018-12-20,Open,4
100689,2018-12-21,9999-12-31,Open,4
100631,2014-04-26,2015-12-22,Open,4
100631,2015-12-23,2016-05-15,Open,4
100631,2016-05-16,2016-05-23,Open,4
100631,2016-05-24,9999-12-31,Open,4
100526,2015-12-01,2016-05-23,Open,4
100526,2016-05-24,9999-12-31,Open,4
100578,2016-01-15,2016-05-23,Open,3
100578,2016-05-24,2018-11-02,Open,3
100578,2018-11-03,2018-11-04,Open,3
100578,2018-11-05,2018-11-13,Open,3
100578,2018-11-14,2018-11-21,Open,3
100578,2018-11-22,2018-11-26,Open,3
100578,2018-11-27,2018-11-28,Open,3
100578,2018-11-29,2018-12-17,Open,3
100578,2018-12-18,2018-12-20,Open,3
100578,2018-12-21,9999-12-31,Open,3
100573,2016-04-28,2016-05-23,Open,3
100573,2016-05-24,9999-12-31,Open,3
100629,2016-05-26,9999-12-31,Open,4
100011,2016-05-01,9999-12-31,Open,3
100063,2016-05-01,9999-12-31,Open,4
100065,2016-07-06,2016-11-18,Open,4
100065,2016-11-19,9999-12-31,Open,4
100283,2016-06-01,9999-12-31,Open,4
100397,2016-08-18,9999-12-31,Open,4
100454,2016-09-01,9999-12-31,Open,2
100367,2016-10-01,9999-12-31,Open,4
100326,2016-04-01,9999-12-31,Open,4
100752,2016-10-01,9999-12-31,Open,3
100825,2016-10-01,9999-12-31,Open,4
100067,2017-03-03,9999-12-31,Open,4
100268,2017-03-31,9999-12-31,Open,4
100229,2017-05-16,9999-12-31,Open,4
100893,2017-02-01,9999-12-31,Open,4
100254,2017-07-01,9999-12-31,Open,4
100909,2017-07-01,9999-12-31,Open,3
100084,2018-02-18,9999-12-31,Open,4
100768,2018-02-19,9999-12-31,Open,4
100926,2018-04-21,9999-12-31,Open,4
100546,2018-06-28,9999-12-31,Open,4
100385,2017-11-20,9999-12-31,Open,4
100319,2018-04-01,9999-12-31,Open,4
100841,2018-05-01,9999-12-31,Open,3
100923,2018-07-01,9999-12-31,Open,4
100882,2018-10-03,9999-12-31,Open,4
100468,2018-10-22,9999-12-31,Open,4
100288,2018-08-25,9999-12-31,Open,4
100191,2018-08-30,9999-12-31,Open,4
100398,2018-09-03,9999-12-31,Open,4
100921,2018-11-01,9999-12-31,Open,4
100328,2000-02-12,2006-10-06,Open,4
100328,2006-10-07,2013-02-08,Open,4
